day,month,year,daily_policy_index
19,6,2004,30.81
20,6,2004,142.10
21,6,2004,62.26
22,6,2004,83.84
23,6,2004,198.27
24,6,2004,77.38
25,6,2004,163.41
26,6,2004,184.60
27,6,2004,101.88
28,6,2004,270.32
29,6,2004,56.25
30,6,2004,167.54
1,7,2004,75.14
2,7,2004,30.11
3,7,2004,46.34
4,7,2004,41.63
5,7,2004,276.08
6,7,2004,167.46
7,7,2004,257.54
8,7,2004,27.22
9,7,2004,0.00
10,7,2004,103.71
11,7,2004,250.09
12,7,2004,204.16
13,7,2004,296.38
14,7,2004,113.19
15,7,2004,54.77
16,7,2004,60.37
17,7,2004,81.68
18,7,2004,118.62
19,7,2004,40.17
20,7,2004,113.13
21,7,2004,324.83
22,7,2004,187.10
23,7,2004,0.00
24,7,2004,221.74
25,7,2004,120.89
26,7,2004,109.95
27,7,2004,91.80
28,7,2004,70.81
29,7,2004,90.40
30,7,2004,187.06
31,7,2004,192.76
1,8,2004,76.20
2,8,2004,221.81
3,8,2004,101.81
4,8,2004,296.88
5,8,2004,211.10
6,8,2004,174.40
7,8,2004,105.11
8,8,2004,100.87
9,8,2004,106.90
10,8,2004,128.45
11,8,2004,46.66
12,8,2004,223.24
13,8,2004,81.92
14,8,2004,126.45
15,8,2004,214.99
16,8,2004,51.98
17,8,2004,100.24
18,8,2004,116.62
19,8,2004,153.26
20,8,2004,33.85
21,8,2004,228.64
22,8,2004,152.41
23,8,2004,62.84
24,8,2004,0.00
25,8,2004,52.79
26,8,2004,102.53
27,8,2004,118.94
28,8,2004,253.94
29,8,2004,77.48
30,8,2004,22.94
31,8,2004,132.85
1,9,2004,110.52
2,9,2004,74.43
3,9,2004,148.77
4,9,2004,294.43
5,9,2004,63.44
6,9,2004,89.48
7,9,2004,45.98
8,9,2004,143.25
9,9,2004,179.41
10,9,2004,229.19
11,9,2004,72.99
12,9,2004,0.00
13,9,2004,52.81
14,9,2004,104.72
15,9,2004,139.62
16,9,2004,134.02
17,9,2004,201.78
18,9,2004,72.93
19,9,2004,163.17
20,9,2004,108.52
21,9,2004,195.97
22,9,2004,121.17
23,9,2004,82.73
24,9,2004,155.33
25,9,2004,180.07
26,9,2004,128.87
27,9,2004,160.77
28,9,2004,75.72
29,9,2004,142.09
30,9,2004,103.97
1,10,2004,102.59
2,10,2004,212.48
3,10,2004,130.09
4,10,2004,83.63
5,10,2004,79.18
6,10,2004,240.45
7,10,2004,37.33
8,10,2004,306.29
9,10,2004,87.15
10,10,2004,142.17
11,10,2004,57.82
12,10,2004,156.86
13,10,2004,189.97
14,10,2004,161.08
15,10,2004,93.56
16,10,2004,109.48
17,10,2004,156.44
18,10,2004,46.59
19,10,2004,227.94
20,10,2004,135.92
21,10,2004,180.91
22,10,2004,138.24
23,10,2004,153.50
24,10,2004,31.80
25,10,2004,209.83
26,10,2004,514.83
27,10,2004,135.62
28,10,2004,85.83
29,10,2004,67.47
30,10,2004,306.09
31,10,2004,258.34
1,11,2004,111.62
2,11,2004,218.72
3,11,2004,263.18
4,11,2004,401.36
5,11,2004,139.08
6,11,2004,148.84
7,11,2004,182.43
8,11,2004,68.86
9,11,2004,238.16
10,11,2004,189.87
11,11,2004,303.86
12,11,2004,144.97
13,11,2004,175.09
14,11,2004,207.69
15,11,2004,109.08
16,11,2004,64.07
17,11,2004,35.61
18,11,2004,78.45
19,11,2004,46.13
20,11,2004,308.95
21,11,2004,125.23
22,11,2004,104.47
23,11,2004,273.82
24,11,2004,188.24
25,11,2004,95.26
26,11,2004,64.28
27,11,2004,184.60
28,11,2004,391.99
29,11,2004,81.56
30,11,2004,156.28
1,12,2004,262.72
2,12,2004,148.67
3,12,2004,273.25
4,12,2004,255.28
5,12,2004,123.31
6,12,2004,268.85
7,12,2004,190.47
8,12,2004,160.83
9,12,2004,173.37
10,12,2004,249.12
11,12,2004,119.63
12,12,2004,40.48
13,12,2004,152.26
14,12,2004,181.01
15,12,2004,78.06
16,12,2004,83.64
17,12,2004,89.02
18,12,2004,72.78
19,12,2004,66.39
20,12,2004,86.94
21,12,2004,53.88
22,12,2004,161.98
23,12,2004,25.30
24,12,2004,59.84
25,12,2004,0.00
26,12,2004,221.49
27,12,2004,176.58
28,12,2004,92.56
29,12,2004,240.04
30,12,2004,130.65
31,12,2004,119.30
1,1,2005,104.06
2,1,2005,182.39
3,1,2005,71.27
4,1,2005,111.77
5,1,2005,74.70
6,1,2005,195.82
7,1,2005,102.20
8,1,2005,100.54
9,1,2005,194.25
10,1,2005,51.06
11,1,2005,129.16
12,1,2005,89.63
13,1,2005,59.69
14,1,2005,120.15
15,1,2005,50.16
16,1,2005,99.01
17,1,2005,118.70
18,1,2005,137.83
19,1,2005,26.57
20,1,2005,90.02
21,1,2005,55.65
22,1,2005,99.04
23,1,2005,191.50
24,1,2005,123.13
25,1,2005,205.56
26,1,2005,161.04
27,1,2005,73.57
28,1,2005,83.69
29,1,2005,176.56
30,1,2005,62.68
31,1,2005,52.50
1,2,2005,25.42
2,2,2005,68.41
3,2,2005,60.47
4,2,2005,112.39
5,2,2005,143.35
6,2,2005,109.95
7,2,2005,30.30
8,2,2005,243.14
9,2,2005,138.89
10,2,2005,40.22
11,2,2005,66.58
12,2,2005,91.86
13,2,2005,127.75
14,2,2005,27.00
15,2,2005,27.50
16,2,2005,47.13
17,2,2005,218.63
18,2,2005,21.45
19,2,2005,0.00
20,2,2005,153.93
21,2,2005,81.42
22,2,2005,72.71
23,2,2005,210.42
24,2,2005,146.78
25,2,2005,39.33
26,2,2005,178.72
27,2,2005,157.04
28,2,2005,220.65
1,3,2005,95.57
2,3,2005,183.88
3,3,2005,39.44
4,3,2005,22.95
5,3,2005,110.50
6,3,2005,164.63
7,3,2005,218.72
8,3,2005,24.94
9,3,2005,93.86
10,3,2005,19.11
11,3,2005,215.96
12,3,2005,211.34
13,3,2005,61.08
14,3,2005,29.19
15,3,2005,177.21
16,3,2005,127.31
17,3,2005,329.66
18,3,2005,223.21
19,3,2005,126.53
20,3,2005,123.99
21,3,2005,105.52
22,3,2005,124.10
23,3,2005,80.65
24,3,2005,60.43
25,3,2005,60.22
26,3,2005,111.95
27,3,2005,129.08
28,3,2005,141.68
29,3,2005,109.83
30,3,2005,160.23
31,3,2005,101.34
1,4,2005,204.54
2,4,2005,81.00
3,4,2005,89.76
4,4,2005,81.09
5,4,2005,259.39
6,4,2005,310.16
7,4,2005,137.13
8,4,2005,313.25
9,4,2005,134.79
10,4,2005,159.71
11,4,2005,78.28
12,4,2005,178.43
13,4,2005,226.44
14,4,2005,228.44
15,4,2005,332.42
16,4,2005,314.98
17,4,2005,97.88
18,4,2005,158.01
19,4,2005,210.36
20,4,2005,91.60
21,4,2005,217.50
22,4,2005,145.79
23,4,2005,50.98
24,4,2005,137.96
25,4,2005,208.23
26,4,2005,243.37
27,4,2005,306.50
28,4,2005,100.18
29,4,2005,467.49
30,4,2005,232.37
1,5,2005,146.94
2,5,2005,303.50
3,5,2005,308.43
4,5,2005,46.94
5,5,2005,385.04
6,5,2005,288.69
7,5,2005,239.85
8,5,2005,129.08
9,5,2005,207.84
10,5,2005,229.11
11,5,2005,280.67
12,5,2005,248.13
13,5,2005,129.90
14,5,2005,138.55
15,5,2005,161.46
16,5,2005,224.39
17,5,2005,150.89
18,5,2005,123.07
19,5,2005,118.90
20,5,2005,180.79
21,5,2005,85.16
22,5,2005,133.74
23,5,2005,243.87
24,5,2005,141.72
25,5,2005,242.61
26,5,2005,212.88
27,5,2005,132.91
28,5,2005,126.07
29,5,2005,336.03
30,5,2005,134.32
31,5,2005,233.14
1,6,2005,202.10
2,6,2005,100.49
3,6,2005,301.79
4,6,2005,222.81
5,6,2005,111.49
6,6,2005,145.03
7,6,2005,330.38
8,6,2005,286.98
9,6,2005,177.59
10,6,2005,166.17
11,6,2005,99.75
12,6,2005,34.15
13,6,2005,307.81
14,6,2005,212.61
15,6,2005,115.20
16,6,2005,120.42
17,6,2005,105.39
18,6,2005,167.87
19,6,2005,140.58
20,6,2005,204.19
21,6,2005,162.69
22,6,2005,236.39
23,6,2005,221.81
24,6,2005,233.59
25,6,2005,283.23
26,6,2005,284.34
27,6,2005,115.65
28,6,2005,201.35
29,6,2005,134.22
30,6,2005,107.21
1,7,2005,205.74
2,7,2005,153.63
3,7,2005,185.78
4,7,2005,149.94
5,7,2005,156.99
6,7,2005,288.76
7,7,2005,253.63
8,7,2005,318.70
9,7,2005,0.00
10,7,2005,246.45
11,7,2005,113.48
12,7,2005,138.35
13,7,2005,77.37
14,7,2005,128.43
15,7,2005,75.45
16,7,2005,253.46
17,7,2005,169.19
18,7,2005,84.16
19,7,2005,161.67
20,7,2005,195.59
21,7,2005,216.50
22,7,2005,22.97
23,7,2005,81.27
24,7,2005,91.92
25,7,2005,233.50
26,7,2005,159.41
27,7,2005,72.89
28,7,2005,146.11
29,7,2005,104.87
30,7,2005,107.95
31,7,2005,61.21
1,8,2005,198.26
2,8,2005,97.41
3,8,2005,267.10
4,8,2005,103.99
5,8,2005,103.06
6,8,2005,77.73
7,8,2005,118.98
8,8,2005,132.40
9,8,2005,194.51
10,8,2005,48.83
11,8,2005,339.15
12,8,2005,81.46
13,8,2005,159.46
14,8,2005,127.03
15,8,2005,52.93
16,8,2005,0.00
17,8,2005,0.00
18,8,2005,103.97
19,8,2005,78.68
20,8,2005,52.41
21,8,2005,120.50
22,8,2005,0.00
23,8,2005,76.81
24,8,2005,0.00
25,8,2005,124.24
26,8,2005,42.55
27,8,2005,49.70
28,8,2005,274.34
29,8,2005,0.00
30,8,2005,44.96
31,8,2005,43.26
1,9,2005,125.32
2,9,2005,62.08
3,9,2005,78.99
4,9,2005,123.91
5,9,2005,139.10
6,9,2005,77.42
7,9,2005,133.00
8,9,2005,108.68
9,9,2005,47.07
10,9,2005,83.12
11,9,2005,115.89
12,9,2005,242.20
13,9,2005,163.50
14,9,2005,198.82
15,9,2005,194.50
16,9,2005,63.11
17,9,2005,230.18
18,9,2005,89.22
19,9,2005,189.17
20,9,2005,207.70
21,9,2005,228.73
22,9,2005,90.38
23,9,2005,22.76
24,9,2005,153.60
25,9,2005,174.36
26,9,2005,65.78
27,9,2005,221.53
28,9,2005,162.78
29,9,2005,0.00
30,9,2005,111.72
1,10,2005,134.32
2,10,2005,86.24
3,10,2005,83.25
4,10,2005,131.72
5,10,2005,123.21
6,10,2005,0.00
7,10,2005,143.88
8,10,2005,25.86
9,10,2005,183.47
10,10,2005,120.07
11,10,2005,152.11
12,10,2005,110.00
13,10,2005,85.31
14,10,2005,82.44
15,10,2005,102.30
16,10,2005,116.99
17,10,2005,52.71
18,10,2005,98.53
19,10,2005,67.54
20,10,2005,113.84
21,10,2005,40.49
22,10,2005,76.79
23,10,2005,95.10
24,10,2005,87.20
25,10,2005,128.74
26,10,2005,140.24
27,10,2005,0.00
28,10,2005,19.40
29,10,2005,147.61
30,10,2005,95.30
31,10,2005,69.80
1,11,2005,75.54
2,11,2005,159.02
3,11,2005,142.51
4,11,2005,215.26
5,11,2005,24.91
6,11,2005,0.00
7,11,2005,129.36
8,11,2005,76.49
9,11,2005,84.91
10,11,2005,189.61
11,11,2005,99.25
12,11,2005,81.36
13,11,2005,36.70
14,11,2005,79.24
15,11,2005,51.58
16,11,2005,88.11
17,11,2005,181.16
18,11,2005,79.04
19,11,2005,134.89
20,11,2005,64.96
21,11,2005,103.38
22,11,2005,154.37
23,11,2005,156.14
24,11,2005,365.98
25,11,2005,0.00
26,11,2005,110.96
27,11,2005,214.90
28,11,2005,83.69
29,11,2005,203.82
30,11,2005,159.81
1,12,2005,57.15
2,12,2005,115.62
3,12,2005,220.65
4,12,2005,200.06
5,12,2005,103.62
6,12,2005,400.56
7,12,2005,24.94
8,12,2005,43.31
9,12,2005,106.82
10,12,2005,54.72
11,12,2005,127.59
12,12,2005,109.80
13,12,2005,81.76
14,12,2005,29.98
15,12,2005,86.85
16,12,2005,0.00
17,12,2005,67.34
18,12,2005,207.78
19,12,2005,86.25
20,12,2005,58.59
21,12,2005,54.03
22,12,2005,104.72
23,12,2005,26.47
24,12,2005,46.52
25,12,2005,0.00
26,12,2005,127.11
27,12,2005,40.67
28,12,2005,68.83
29,12,2005,213.33
30,12,2005,232.79
31,12,2005,149.96
1,1,2006,167.96
2,1,2006,287.12
3,1,2006,396.68
4,1,2006,135.12
5,1,2006,136.14
6,1,2006,65.48
7,1,2006,235.37
8,1,2006,28.47
9,1,2006,98.53
10,1,2006,102.45
11,1,2006,70.03
12,1,2006,109.95
13,1,2006,107.68
14,1,2006,110.31
15,1,2006,90.20
16,1,2006,133.30
17,1,2006,127.07
18,1,2006,116.47
19,1,2006,180.62
20,1,2006,21.15
21,1,2006,75.33
22,1,2006,140.50
23,1,2006,226.11
24,1,2006,234.14
25,1,2006,189.11
26,1,2006,124.27
27,1,2006,100.06
28,1,2006,109.58
29,1,2006,113.39
30,1,2006,107.40
31,1,2006,167.68
1,2,2006,138.37
2,2,2006,102.34
3,2,2006,38.68
4,2,2006,146.16
5,2,2006,76.09
6,2,2006,75.74
7,2,2006,64.54
8,2,2006,70.57
9,2,2006,125.48
10,2,2006,150.00
11,2,2006,91.94
12,2,2006,104.56
13,2,2006,68.98
14,2,2006,154.48
15,2,2006,61.13
16,2,2006,121.18
17,2,2006,127.73
18,2,2006,47.44
19,2,2006,79.28
20,2,2006,200.70
21,2,2006,48.54
22,2,2006,90.92
23,2,2006,94.83
24,2,2006,124.59
25,2,2006,160.16
26,2,2006,26.25
27,2,2006,94.13
28,2,2006,96.98
1,3,2006,123.44
2,3,2006,127.87
3,3,2006,76.84
4,3,2006,103.02
5,3,2006,88.91
6,3,2006,55.71
7,3,2006,250.46
8,3,2006,206.87
9,3,2006,109.37
10,3,2006,63.79
11,3,2006,25.19
12,3,2006,110.25
13,3,2006,54.39
14,3,2006,110.74
15,3,2006,0.00
16,3,2006,140.09
17,3,2006,227.62
18,3,2006,51.97
19,3,2006,113.00
20,3,2006,0.00
21,3,2006,118.75
22,3,2006,122.31
23,3,2006,405.65
24,3,2006,146.23
25,3,2006,170.75
26,3,2006,175.02
27,3,2006,60.11
28,3,2006,168.32
29,3,2006,127.94
30,3,2006,165.22
31,3,2006,121.96
1,4,2006,103.21
2,4,2006,0.00
3,4,2006,81.05
4,4,2006,246.16
5,4,2006,98.85
6,4,2006,24.52
7,4,2006,86.08
8,4,2006,0.00
9,4,2006,60.86
10,4,2006,171.74
11,4,2006,240.10
12,4,2006,121.78
13,4,2006,107.86
14,4,2006,150.03
15,4,2006,29.75
16,4,2006,0.00
17,4,2006,37.56
18,4,2006,88.88
19,4,2006,195.28
20,4,2006,234.65
21,4,2006,115.65
22,4,2006,0.00
23,4,2006,144.84
24,4,2006,57.19
25,4,2006,139.53
26,4,2006,73.46
27,4,2006,179.36
28,4,2006,257.16
29,4,2006,137.20
30,4,2006,156.44
1,5,2006,383.18
2,5,2006,319.97
3,5,2006,239.85
4,5,2006,195.76
5,5,2006,227.25
6,5,2006,0.00
7,5,2006,96.41
8,5,2006,303.24
9,5,2006,372.40
10,5,2006,213.83
11,5,2006,93.96
12,5,2006,66.42
13,5,2006,107.14
14,5,2006,95.00
15,5,2006,140.25
16,5,2006,371.24
17,5,2006,283.66
18,5,2006,278.19
19,5,2006,376.65
20,5,2006,116.97
21,5,2006,226.80
22,5,2006,260.95
23,5,2006,167.47
24,5,2006,122.05
25,5,2006,367.93
26,5,2006,351.45
27,5,2006,210.33
28,5,2006,153.47
29,5,2006,181.53
30,5,2006,284.01
31,5,2006,295.69
1,6,2006,357.69
2,6,2006,198.20
3,6,2006,286.33
4,6,2006,149.77
5,6,2006,170.34
6,6,2006,345.08
7,6,2006,578.79
8,6,2006,360.66
9,6,2006,258.78
10,6,2006,186.25
11,6,2006,152.43
12,6,2006,418.22
13,6,2006,374.47
14,6,2006,195.38
15,6,2006,49.46
16,6,2006,222.52
17,6,2006,62.97
18,6,2006,215.85
19,6,2006,149.68
20,6,2006,181.31
21,6,2006,270.45
22,6,2006,309.46
23,6,2006,283.44
24,6,2006,76.36
25,6,2006,140.00
26,6,2006,335.70
27,6,2006,270.06
28,6,2006,284.49
29,6,2006,286.57
30,6,2006,207.43
1,7,2006,29.55
2,7,2006,186.36
3,7,2006,206.54
4,7,2006,338.26
5,7,2006,233.74
6,7,2006,174.35
7,7,2006,225.05
8,7,2006,87.53
9,7,2006,221.21
10,7,2006,305.18
11,7,2006,238.03
12,7,2006,210.77
13,7,2006,219.14
14,7,2006,346.80
15,7,2006,139.18
16,7,2006,252.45
17,7,2006,350.65
18,7,2006,270.44
19,7,2006,204.77
20,7,2006,264.98
21,7,2006,262.68
22,7,2006,275.96
23,7,2006,63.41
24,7,2006,144.54
25,7,2006,317.95
26,7,2006,188.62
27,7,2006,142.57
28,7,2006,70.82
29,7,2006,49.95
30,7,2006,30.12
31,7,2006,55.58
1,8,2006,149.77
2,8,2006,198.23
3,8,2006,111.47
4,8,2006,175.06
5,8,2006,56.68
6,8,2006,154.91
7,8,2006,158.93
8,8,2006,166.37
9,8,2006,360.78
10,8,2006,293.07
11,8,2006,210.81
12,8,2006,268.80
13,8,2006,233.81
14,8,2006,237.44
15,8,2006,181.28
16,8,2006,167.36
17,8,2006,171.49
18,8,2006,105.25
19,8,2006,69.57
20,8,2006,52.83
21,8,2006,236.13
22,8,2006,84.16
23,8,2006,289.98
24,8,2006,269.59
25,8,2006,38.83
26,8,2006,185.88
27,8,2006,169.87
28,8,2006,174.20
29,8,2006,27.18
30,8,2006,169.02
31,8,2006,131.01
1,9,2006,85.19
2,9,2006,100.53
3,9,2006,153.12
4,9,2006,64.92
5,9,2006,42.01
6,9,2006,472.76
7,9,2006,242.80
8,9,2006,264.61
9,9,2006,134.26
10,9,2006,192.44
11,9,2006,509.18
12,9,2006,272.84
13,9,2006,142.87
14,9,2006,149.18
15,9,2006,181.41
16,9,2006,106.68
17,9,2006,88.57
18,9,2006,246.14
19,9,2006,287.92
20,9,2006,221.65
21,9,2006,142.04
22,9,2006,171.72
23,9,2006,19.46
24,9,2006,200.32
25,9,2006,304.59
26,9,2006,128.81
27,9,2006,230.54
28,9,2006,129.83
29,9,2006,155.98
30,9,2006,183.44
1,10,2006,252.04
2,10,2006,190.69
3,10,2006,73.63
4,10,2006,110.00
5,10,2006,454.92
6,10,2006,211.47
7,10,2006,49.48
8,10,2006,187.04
9,10,2006,265.19
10,10,2006,158.92
11,10,2006,251.27
12,10,2006,293.50
13,10,2006,147.93
14,10,2006,129.66
15,10,2006,123.64
16,10,2006,103.45
17,10,2006,131.62
18,10,2006,80.34
19,10,2006,51.68
20,10,2006,45.72
21,10,2006,50.35
22,10,2006,277.79
23,10,2006,200.85
24,10,2006,323.53
25,10,2006,77.23
26,10,2006,19.35
27,10,2006,162.72
28,10,2006,49.69
29,10,2006,163.71
30,10,2006,242.75
31,10,2006,416.57
1,11,2006,177.84
2,11,2006,146.62
3,11,2006,94.54
4,11,2006,49.30
5,11,2006,127.87
6,11,2006,186.78
7,11,2006,257.77
8,11,2006,229.17
9,11,2006,308.24
10,11,2006,147.09
11,11,2006,87.21
12,11,2006,62.49
13,11,2006,41.20
14,11,2006,172.43
15,11,2006,132.74
16,11,2006,236.03
17,11,2006,221.63
18,11,2006,53.04
19,11,2006,210.96
20,11,2006,214.77
21,11,2006,273.84
22,11,2006,187.55
23,11,2006,272.74
24,11,2006,158.09
25,11,2006,20.53
26,11,2006,86.04
27,11,2006,170.58
28,11,2006,215.65
29,11,2006,159.23
30,11,2006,173.23
1,12,2006,91.03
2,12,2006,109.04
3,12,2006,127.32
4,12,2006,73.72
5,12,2006,232.02
6,12,2006,285.69
7,12,2006,366.14
8,12,2006,171.97
9,12,2006,89.13
10,12,2006,216.50
11,12,2006,554.00
12,12,2006,461.49
13,12,2006,340.75
14,12,2006,304.17
15,12,2006,209.75
16,12,2006,163.41
17,12,2006,227.86
18,12,2006,54.00
19,12,2006,298.38
20,12,2006,270.34
21,12,2006,121.94
22,12,2006,53.65
23,12,2006,0.00
24,12,2006,38.00
25,12,2006,0.00
26,12,2006,66.18
27,12,2006,154.36
28,12,2006,160.68
29,12,2006,269.80
30,12,2006,128.81
31,12,2006,164.94
1,1,2007,66.31
2,1,2007,300.76
3,1,2007,391.47
4,1,2007,292.95
5,1,2007,121.84
6,1,2007,28.64
7,1,2007,98.26
8,1,2007,79.74
9,1,2007,110.52
10,1,2007,303.77
11,1,2007,129.74
12,1,2007,215.97
13,1,2007,24.37
14,1,2007,36.96
15,1,2007,290.09
16,1,2007,130.52
17,1,2007,191.31
18,1,2007,63.31
19,1,2007,66.08
20,1,2007,105.27
21,1,2007,217.47
22,1,2007,262.19
23,1,2007,279.56
24,1,2007,257.84
25,1,2007,144.67
26,1,2007,119.81
27,1,2007,57.55
28,1,2007,228.18
29,1,2007,147.59
30,1,2007,382.24
31,1,2007,233.41
1,2,2007,146.42
2,2,2007,163.39
3,2,2007,124.39
4,2,2007,68.19
5,2,2007,146.60
6,2,2007,166.56
7,2,2007,120.26
8,2,2007,157.21
9,2,2007,386.82
10,2,2007,46.83
11,2,2007,174.21
12,2,2007,231.63
13,2,2007,140.19
14,2,2007,346.89
15,2,2007,416.57
16,2,2007,153.74
17,2,2007,72.71
18,2,2007,141.30
19,2,2007,95.01
20,2,2007,157.24
21,2,2007,107.66
22,2,2007,209.67
23,2,2007,177.40
24,2,2007,109.27
25,2,2007,240.69
26,2,2007,114.72
27,2,2007,137.97
28,2,2007,442.71
1,3,2007,436.00
2,3,2007,182.12
3,3,2007,75.80
4,3,2007,76.29
5,3,2007,377.02
6,3,2007,313.94
7,3,2007,55.03
8,3,2007,168.58
9,3,2007,370.28
10,3,2007,78.23
11,3,2007,186.96
12,3,2007,118.36
13,3,2007,298.41
14,3,2007,131.98
15,3,2007,174.20
16,3,2007,115.02
17,3,2007,171.36
18,3,2007,137.66
19,3,2007,135.58
20,3,2007,247.55
21,3,2007,339.34
22,3,2007,354.20
23,3,2007,223.90
24,3,2007,218.00
25,3,2007,248.53
26,3,2007,200.11
27,3,2007,251.41
28,3,2007,268.33
29,3,2007,262.62
30,3,2007,236.00
31,3,2007,215.63
1,4,2007,172.31
2,4,2007,283.05
3,4,2007,356.43
4,4,2007,330.85
5,4,2007,161.04
6,4,2007,154.58
7,4,2007,51.56
8,4,2007,205.44
9,4,2007,92.86
10,4,2007,144.18
11,4,2007,209.21
12,4,2007,137.06
13,4,2007,165.50
14,4,2007,134.21
15,4,2007,157.82
16,4,2007,198.72
17,4,2007,166.98
18,4,2007,202.90
19,4,2007,120.40
20,4,2007,153.00
21,4,2007,70.43
22,4,2007,174.89
23,4,2007,46.80
24,4,2007,232.06
25,4,2007,87.57
26,4,2007,219.65
27,4,2007,252.05
28,4,2007,51.49
29,4,2007,227.45
30,4,2007,155.26
1,5,2007,201.78
2,5,2007,102.69
3,5,2007,195.95
4,5,2007,122.34
5,5,2007,85.80
6,5,2007,93.07
7,5,2007,294.64
8,5,2007,411.20
9,5,2007,246.83
10,5,2007,309.06
11,5,2007,258.28
12,5,2007,47.30
13,5,2007,263.89
14,5,2007,215.77
15,5,2007,43.83
16,5,2007,239.21
17,5,2007,346.49
18,5,2007,144.35
19,5,2007,132.95
20,5,2007,137.20
21,5,2007,125.15
22,5,2007,224.98
23,5,2007,171.12
24,5,2007,211.29
25,5,2007,23.00
26,5,2007,85.41
27,5,2007,269.07
28,5,2007,224.99
29,5,2007,146.39
30,5,2007,182.76
31,5,2007,123.56
1,6,2007,76.66
2,6,2007,50.72
3,6,2007,33.07
4,6,2007,315.71
5,6,2007,248.52
6,6,2007,172.35
7,6,2007,139.50
8,6,2007,146.54
9,6,2007,78.89
10,6,2007,123.42
11,6,2007,208.86
12,6,2007,216.16
13,6,2007,134.87
14,6,2007,101.70
15,6,2007,143.67
16,6,2007,54.85
17,6,2007,185.24
18,6,2007,274.29
19,6,2007,46.25
20,6,2007,111.11
21,6,2007,225.32
22,6,2007,100.20
23,6,2007,150.42
24,6,2007,122.07
25,6,2007,101.59
26,6,2007,93.38
27,6,2007,222.96
28,6,2007,214.99
29,6,2007,119.92
30,6,2007,77.70
1,7,2007,89.60
2,7,2007,81.84
3,7,2007,121.36
4,7,2007,195.75
5,7,2007,247.25
6,7,2007,157.05
7,7,2007,158.80
8,7,2007,118.14
9,7,2007,23.99
10,7,2007,219.59
11,7,2007,180.36
12,7,2007,83.53
13,7,2007,259.15
14,7,2007,206.58
15,7,2007,32.69
16,7,2007,55.66
17,7,2007,73.42
18,7,2007,288.47
19,7,2007,64.47
20,7,2007,125.52
21,7,2007,0.00
22,7,2007,73.58
23,7,2007,110.56
24,7,2007,126.94
25,7,2007,90.70
26,7,2007,188.23
27,7,2007,224.24
28,7,2007,232.41
29,7,2007,146.55
30,7,2007,199.62
31,7,2007,132.00
1,8,2007,235.34
2,8,2007,188.46
3,8,2007,99.26
4,8,2007,23.43
5,8,2007,260.51
6,8,2007,234.30
7,8,2007,319.63
8,8,2007,234.49
9,8,2007,293.35
10,8,2007,159.64
11,8,2007,184.71
12,8,2007,131.91
13,8,2007,201.28
14,8,2007,331.80
15,8,2007,61.28
16,8,2007,316.28
17,8,2007,258.14
18,8,2007,295.46
19,8,2007,359.66
20,8,2007,211.38
21,8,2007,165.97
22,8,2007,227.22
23,8,2007,72.97
24,8,2007,139.43
25,8,2007,51.00
26,8,2007,218.93
27,8,2007,58.73
28,8,2007,286.57
29,8,2007,201.22
30,8,2007,133.69
31,8,2007,368.82
1,9,2007,269.39
2,9,2007,159.16
3,9,2007,181.77
4,9,2007,338.97
5,9,2007,377.97
6,9,2007,357.98
7,9,2007,445.96
8,9,2007,230.72
9,9,2007,191.49
10,9,2007,239.06
11,9,2007,275.51
12,9,2007,338.27
13,9,2007,355.42
14,9,2007,333.23
15,9,2007,190.66
16,9,2007,648.98
17,9,2007,309.23
18,9,2007,681.03
19,9,2007,662.85
20,9,2007,607.23
21,9,2007,369.74
22,9,2007,140.49
23,9,2007,248.24
24,9,2007,231.17
25,9,2007,285.70
26,9,2007,265.89
27,9,2007,467.34
28,9,2007,577.79
29,9,2007,308.74
30,9,2007,91.86
1,10,2007,273.07
2,10,2007,494.35
3,10,2007,291.87
4,10,2007,466.95
5,10,2007,636.45
6,10,2007,344.94
7,10,2007,386.77
8,10,2007,252.87
9,10,2007,412.19
10,10,2007,603.20
11,10,2007,332.32
12,10,2007,266.63
13,10,2007,189.89
14,10,2007,230.78
15,10,2007,164.63
16,10,2007,130.45
17,10,2007,480.02
18,10,2007,451.42
19,10,2007,139.10
20,10,2007,248.90
21,10,2007,193.75
22,10,2007,184.94
23,10,2007,348.53
24,10,2007,249.83
25,10,2007,179.26
26,10,2007,90.52
27,10,2007,46.31
28,10,2007,168.39
29,10,2007,321.95
30,10,2007,310.70
31,10,2007,419.76
1,11,2007,488.56
2,11,2007,447.16
3,11,2007,253.22
4,11,2007,368.58
5,11,2007,436.48
6,11,2007,652.42
7,11,2007,456.50
8,11,2007,450.52
9,11,2007,458.08
10,11,2007,185.29
11,11,2007,256.47
12,11,2007,499.24
13,11,2007,465.29
14,11,2007,432.45
15,11,2007,594.48
16,11,2007,241.60
17,11,2007,202.04
18,11,2007,403.12
19,11,2007,344.46
20,11,2007,237.16
21,11,2007,396.35
22,11,2007,318.92
23,11,2007,296.70
24,11,2007,150.68
25,11,2007,387.60
26,11,2007,583.63
27,11,2007,589.78
28,11,2007,550.88
29,11,2007,730.78
30,11,2007,670.12
1,12,2007,376.92
2,12,2007,291.74
3,12,2007,390.75
4,12,2007,451.47
5,12,2007,726.19
6,12,2007,415.89
7,12,2007,341.63
8,12,2007,304.72
9,12,2007,296.08
10,12,2007,187.42
11,12,2007,331.46
